time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server 
   4250.0, 850,    17.961, 9,    0.8545,    0.6890, 40 
   4260.0, 852,    18.189, 9,    0.8509,    0.6850, 40 
   4270.0, 854,    20.365, 10,    0.7809,    0.6214, 36 
   4280.0, 856,    19.122, 10,    0.7864,    0.6202, 36 
   4290.0, 858,    18.239, 10,    0.7837,    0.6206, 36 
   4300.0, 860,    19.911, 10,    0.7892,    0.6264, 36 
   4310.0, 862,    19.239, 10,    0.7935,    0.6238, 36 
   4320.0, 864,    18.800, 10,    0.7942,    0.6265, 36 
   4330.0, 866,    17.740, 16,    0.4961,    0.4438, 43 
   4340.0, 868,    18.393, 16,    0.4944,    0.4627, 45 
   4350.0, 870,    17.947, 16,    0.4952,    0.4626, 44 
   4360.0, 872,    19.027, 16,    0.4970,    0.4612, 44 
   4370.0, 874,    18.359, 16,    0.4986,    0.4619, 44 
   4380.0, 876,    16.202, 16,    0.4986,    0.4607, 44 
   4390.0, 878,    18.502, 16,    0.5038,    0.4598, 43 
   4400.0, 880,    17.950, 16,    0.4910,    0.4585, 43 
   4410.0, 882,    15.650, 16,    0.4702,    0.4609, 43 
   4420.0, 884,    16.529, 16,    0.4647,    0.4618, 43 
   4430.0, 886,    16.862, 16,    0.4616,    0.4613, 43 
   4440.0, 888,    17.135, 16,    0.4616,    0.4630, 43 
   4450.0, 890,    17.008, 16,    0.4683,    0.4416, 26 
   4460.0, 892,    17.571, 16,    0.4751,    0.4109, 25 
   4470.0, 894,    16.706, 16,    0.4682,    0.4130, 29 
   4480.0, 896,    16.166, 16,    0.4632,    0.4289, 31 
   4490.0, 898,    16.100, 16,    0.4583,    0.4309, 31 
   4500.0, 900,    16.599, 16,    0.4583,    0.4353, 33 
   4510.0, 902,    15.724, 16,    0.4293,    0.4384, 33 
   4520.0, 904,    15.979, 16,    0.4348,    0.4403, 33 
   4530.0, 906,    15.453, 16,    0.4352,    0.4404, 33 
   4540.0, 908,    16.014, 16,    0.4400,    0.4405, 33 
   4550.0, 910,    15.372, 16,    0.4365,    0.4422, 33 
   4560.0, 912,    15.255, 16,    0.4365,    0.4418, 33 
   4570.0, 914,    14.881, 16,    0.4127,    0.4392, 30 
   4580.0, 916,    14.905, 16,    0.4208,    0.4358, 31 
   4590.0, 918,    16.333, 16,    0.4385,    0.4385, 30 
   4600.0, 920,    14.311, 16,    0.4273,    0.4332, 30 
   4610.0, 922,    15.493, 16,    0.4314,    0.4347, 30 
   4620.0, 924,    14.602, 16,    0.4314,    0.4354, 29 
   4630.0, 926,    15.328, 16,    0.4341,    0.4374, 30 
   4640.0, 928,    14.735, 16,    0.4272,    0.4385, 30 
   4650.0, 930,    15.020, 16,    0.4277,    0.4390, 30 
   4660.0, 932,    14.424, 16,    0.4233,    0.4417, 31 
   4670.0, 934,    14.165, 16,    0.4203,    0.4440, 31 
   4680.0, 936,    14.116, 16,    0.4203,    0.4493, 33 
   4690.0, 938,    14.610, 16,    0.4249,    0.4507, 32 
   4700.0, 940,    14.713, 16,    0.4288,    0.4489, 31 
   4710.0, 942,    14.139, 16,    0.4204,    0.4483, 31 
   4720.0, 944,    14.507, 16,    0.4197,    0.4451, 30 
   4730.0, 946,    14.054, 16,    0.4200,    0.4449, 30 
   4740.0, 948,    14.423, 16,    0.4200,    0.4438, 30 
   4750.0, 950,    14.914, 16,    0.4386,    0.4449, 29 
   4760.0, 952,    14.306, 16,    0.4289,    0.4430, 29 
   4770.0, 954,    14.502, 16,    0.4291,    0.4472, 30 
   4780.0, 956,    14.426, 16,    0.4282,    0.4459, 29 
   4790.0, 958,    15.207, 16,    0.4308,    0.4492, 31 
   4800.0, 960,    13.665, 16,    0.4308,    0.4517, 31 
   4810.0, 962,    14.596, 16,    0.4327,    0.4509, 29 
   4820.0, 964,    13.687, 16,    0.4160,    0.4473, 29 
   4830.0, 966,    14.231, 16,    0.4149,    0.4476, 28 
   4840.0, 968,    14.185, 16,    0.4165,    0.4487, 28 
   4850.0, 970,    14.276, 16,    0.4168,    0.4482, 28 
   4860.0, 972,    14.621, 16,    0.4168,    0.4497, 28 
   4870.0, 974,    13.909, 16,    0.4111,    0.4473, 25 
   4880.0, 976,    14.580, 16,    0.4262,    0.4451, 26 
   4890.0, 978,    14.380, 16,    0.4281,    0.4456, 25 
   4900.0, 980,    14.324, 16,    0.4282,    0.4440, 25 
   4910.0, 982,    14.580, 16,    0.4303,    0.4440, 25 
   4920.0, 984,    14.485, 16,    0.4303,    0.4457, 25 
   4930.0, 986,    14.300, 16,    0.4381,    0.4460, 26 
   4940.0, 988,    14.227, 16,    0.4381,    0.4517, 27 
   4950.0, 990,    14.845, 16,    0.4438,    0.4545, 27 
   4960.0, 992,    14.869, 16,    0.4461,    0.4552, 28 
   4970.0, 994,    14.281, 16,    0.4455,    0.4594, 28 
   4980.0, 996,    15.182, 16,    0.4455,    0.4638, 30 
   4990.0, 998,    13.939, 16,    0.4243,    0.4658, 30 
   5000.0, 1000,    14.641, 16,    0.4388,    0.4631, 29 
   5000.0, 1000,    14.641, 16,    0.4388,    0.4631, 29 
   5010.0, 1000,    14.623, 16,    0.4407,    0.4631, 29 
   5020.0, 1000,    14.944, 16,    0.4437,    0.4643, 29 
   5030.0, 1000,    14.706, 16,    0.4462,    0.4634, 28 
   5040.0, 1000,    14.216, 16,    0.4462,    0.4656, 30 
   5050.0, 1000,    14.235, 16,    0.4300,    0.4589, 27 
   5060.0, 1000,    14.076, 16,    0.4273,    0.4557, 27 
   5070.0, 1000,    14.412, 16,    0.4317,    0.4568, 28 
   5080.0, 1000,    14.619, 16,    0.4362,    0.4581, 28 
   5090.0, 1000,    14.625, 16,    0.4404,    0.4585, 28 
   5100.0, 1000,    14.382, 16,    0.4404,    0.4571, 27 
   5110.0, 1000,    14.615, 16,    0.4431,    0.4579, 27 
   5120.0, 1000,    14.325, 16,    0.4416,    0.4604, 29 
   5130.0, 1000,    14.322, 16,    0.4389,    0.4641, 30 
   5140.0, 1000,    14.750, 16,    0.4413,    0.4653, 30 
   5150.0, 1000,    14.269, 16,    0.4386,    0.4652, 31 
   5160.0, 1000,    14.726, 16,    0.4386,    0.4677, 30 
   5170.0, 1000,    13.441, 16,    0.4079,    0.4669, 29 
   5180.0, 1000,    15.061, 16,    0.4407,    0.4633, 30 
   5190.0, 1000,    14.158, 16,    0.4397,    0.4641, 30 
   5200.0, 1000,    14.093, 16,    0.4383,    0.4656, 30 
   5210.0, 1000,    14.281, 16,    0.4400,    0.4641, 29 
   5220.0, 1000,    14.219, 16,    0.4400,    0.4645, 30 
   5230.0, 1000,    13.639, 16,    0.4208,    0.4633, 28 
   5240.0, 1000,    13.967, 16,    0.4271,    0.4610, 28 
   5250.0, 1000,    14.906, 16,    0.4395,    0.4591, 27 
   5260.0, 1000,    15.031, 16,    0.4441,    0.4600, 28 
   5270.0, 1000,    14.347, 16,    0.4447,    0.4589, 27 
   5280.0, 1000,    14.407, 16,    0.4447,    0.4602, 29 
   5290.0, 1000,    13.859, 16,    0.4310,    0.4635, 28 
   5300.0, 1000,    15.124, 16,    0.4532,    0.4600, 27 
   5310.0, 1000,    14.365, 16,    0.4511,    0.4582, 27 
   5320.0, 1000,    14.600, 16,    0.4503,    0.4565, 27 
   5330.0, 1000,    13.965, 16,    0.4442,    0.4566, 27 
   5340.0, 1000,    14.701, 16,    0.4442,    0.4558, 27 
   5350.0, 1000,    14.058, 16,    0.4414,    0.4561, 27 
   5360.0, 1000,    15.119, 16,    0.4587,    0.4595, 27 
   5370.0, 1000,    15.509, 16,    0.4669,    0.4553, 28 
   5380.0, 1000,    15.165, 16,    0.4668,    0.4587, 28 
   5390.0, 1000,    14.137, 16,    0.4610,    0.4594, 28 
   5400.0, 1000,    14.302, 16,    0.4610,    0.4594, 27 
   5410.0, 1000,    14.762, 16,    0.4622,    0.4525, 26 
   5420.0, 1000,    14.116, 16,    0.4489,    0.4538, 27 
   5430.0, 1000,    14.134, 16,    0.4465,    0.4574, 28 
   5440.0, 1000,    13.908, 16,    0.4420,    0.4595, 30 
   5450.0, 1000,    14.462, 16,    0.4407,    0.4681, 32 
   5460.0, 1000,    15.214, 16,    0.4407,    0.4723, 32 
   5470.0, 1000,    14.332, 16,    0.4440,    0.4686, 31 
   5480.0, 1000,    14.682, 16,    0.4436,    0.4685, 31 
   5490.0, 1000,    14.268, 16,    0.4429,    0.4700, 31 
   5500.0, 1000,    14.632, 16,    0.4451,    0.4696, 31 
   5510.0, 1000,    14.402, 16,    0.4457,    0.4690, 31 
   5520.0, 1000,    13.675, 16,    0.4457,    0.4706, 31 
   5530.0, 1000,    13.628, 16,    0.4076,    0.4659, 30 
   5540.0, 1000,    14.220, 16,    0.4211,    0.4661, 29 
   5550.0, 1000,    15.194, 16,    0.4381,    0.4629, 30 
   5560.0, 1000,    14.291, 16,    0.4378,    0.4639, 29 
   5570.0, 1000,    14.475, 16,    0.4397,    0.4627, 28 
   5580.0, 1000,    14.618, 16,    0.4397,    0.4598, 28 
   5590.0, 1000,    14.451, 16,    0.4361,    0.4623, 29 
   5600.0, 1000,    15.224, 16,    0.4514,    0.4601, 28 
   5610.0, 1000,    14.370, 16,    0.4514,    0.4589, 28 
   5620.0, 1000,    14.575, 16,    0.4516,    0.4609, 28 
   5630.0, 1000,    13.983, 16,    0.4474,    0.4603, 28 
   5640.0, 1000,    14.473, 16,    0.4474,    0.4618, 29 
   5650.0, 1000,    14.774, 16,    0.4483,    0.4644, 28 
   5660.0, 1000,    14.415, 16,    0.4448,    0.4608, 28 
   5670.0, 1000,    14.301, 16,    0.4437,    0.4620, 28 
   5680.0, 1000,    13.591, 16,    0.4373,    0.4622, 30 
   5690.0, 1000,    14.136, 16,    0.4375,    0.4644, 30 
   5700.0, 1000,    14.233, 16,    0.4375,    0.4645, 30 
   5710.0, 1000,    15.124, 16,    0.4649,    0.4618, 28 
   5720.0, 1000,    14.524, 16,    0.4530,    0.4592, 28 
   5730.0, 1000,    14.297, 16,    0.4488,    0.4595, 29 
   5740.0, 1000,    14.560, 16,    0.4517,    0.4632, 29 
   5750.0, 1000,    14.343, 16,    0.4504,    0.4612, 29 
   5760.0, 1000,    15.093, 16,    0.4504,    0.4633, 30 
   5770.0, 1000,    14.611, 16,    0.4646,    0.4601, 28 
   5780.0, 1000,    15.066, 16,    0.4688,    0.4599, 28 
   5790.0, 1000,    14.523, 16,    0.4612,    0.4624, 28 
   5800.0, 1000,    14.538, 16,    0.4567,    0.4607, 28 
   5810.0, 1000,    14.280, 16,    0.4546,    0.4574, 27 
   5820.0, 1000,    14.159, 16,    0.4546,    0.4574, 28 
   5830.0, 1000,    15.167, 16,    0.4675,    0.4623, 29 
   5840.0, 1000,    14.367, 16,    0.4476,    0.4644, 29 
   5850.0, 1000,    14.637, 16,    0.4492,    0.4630, 29 
   5860.0, 1000,    13.967, 16,    0.4458,    0.4624, 30 
   5870.0, 1000,    14.315, 16,    0.4442,    0.4661, 30 
   5880.0, 1000,    14.644, 16,    0.4442,    0.4642, 30 
   5890.0, 1000,    14.973, 16,    0.4708,    0.4668, 31 
   5900.0, 1000,    14.706, 16,    0.4627,    0.4671, 31 
   5910.0, 1000,    15.129, 16,    0.4661,    0.4695, 33 
   5920.0, 1000,    14.419, 16,    0.4606,    0.4744, 33 
   5930.0, 1000,    14.342, 16,    0.4581,    0.4744, 33 
   5940.0, 1000,    14.959, 16,    0.4581,    0.4756, 33 
   5950.0, 1000,    14.446, 16,    0.4389,    0.4699, 31 
   5960.0, 1000,    14.597, 16,    0.4447,    0.4662, 30 
   5970.0, 1000,    14.626, 16,    0.4443,    0.4677, 30 
   5980.0, 1000,    14.238, 16,    0.4465,    0.4666, 29 
   5990.0, 1000,    14.292, 16,    0.4463,    0.4652, 29 
   6000.0, 1000,    14.213, 16,    0.4463,    0.4669, 31 
   6010.0, 1000,    14.324, 16,    0.4296,    0.4700, 31 
   6020.0, 1000,    14.959, 16,    0.4509,    0.4667, 31 
   6030.0, 1000,    14.583, 16,    0.4492,    0.4654, 29 
   6040.0, 1000,    14.535, 16,    0.4486,    0.4623, 29 
   6050.0, 1000,    14.278, 16,    0.4464,    0.4614, 29 
   6060.0, 1000,    14.979, 16,    0.4464,    0.4629, 28 
   6070.0, 1000,    14.466, 16,    0.4444,    0.4586, 26 
   6080.0, 1000,    15.140, 16,    0.4583,    0.4573, 28 
   6090.0, 1000,    14.661, 16,    0.4555,    0.4586, 27 
   6100.0, 1000,    14.152, 16,    0.4508,    0.4607, 29 
   6110.0, 1000,    14.050, 16,    0.4453,    0.4637, 30 
   6120.0, 1000,    14.341, 16,    0.4453,    0.4597, 29 
   6130.0, 1000,    14.524, 16,    0.4618,    0.4591, 30 
   6140.0, 1000,    14.352, 16,    0.4561,    0.4642, 30 
   6150.0, 1000,    13.990, 16,    0.4456,    0.4639, 29 
   6160.0, 1000,    14.737, 16,    0.4447,    0.4639, 29 
   6170.0, 1000,    14.767, 16,    0.4461,    0.4665, 31 
   6180.0, 1000,    14.450, 16,    0.4461,    0.4672, 31 
   6190.0, 1000,    14.194, 16,    0.4384,    0.4699, 32 
   6200.0, 1000,    14.675, 16,    0.4439,    0.4690, 31 
   6210.0, 1000,    14.437, 16,    0.4455,    0.4690, 31 
   6220.0, 1000,    14.718, 16,    0.4495,    0.4670, 30 
   6230.0, 1000,    13.597, 16,    0.4420,    0.4647, 29 
   6240.0, 1000,    13.929, 16,    0.4420,    0.4651, 30 
   6250.0, 1000,    14.886, 16,    0.4596,    0.4596, 26 
   6260.0, 1000,    14.851, 16,    0.4580,    0.4557, 27 
   6270.0, 1000,    14.940, 16,    0.4564,    0.4579, 28 
   6280.0, 1000,    14.831, 16,    0.4537,    0.4624, 29 
   6290.0, 1000,    14.071, 16,    0.4514,    0.4620, 30 
   6300.0, 1000,    14.519, 16,    0.4514,    0.4665, 30 
   6310.0, 1000,    14.761, 16,    0.4521,    0.4620, 28 
   6320.0, 1000,    15.037, 16,    0.4554,    0.4565, 28 
   6330.0, 1000,    14.859, 16,    0.4549,    0.4618, 29 
   6340.0, 1000,    14.256, 16,    0.4519,    0.4623, 29 
   6350.0, 1000,    14.776, 16,    0.4533,    0.4625, 29 
   6360.0, 1000,    14.504, 16,    0.4533,    0.4611, 28 
   6370.0, 1000,    14.356, 16,    0.4560,    0.4585, 28 
   6380.0, 1000,    14.197, 16,    0.4466,    0.4611, 28 
   6390.0, 1000,    14.098, 16,    0.4408,    0.4605, 28 
   6400.0, 1000,    14.482, 16,    0.4405,    0.4589, 28 
   6410.0, 1000,    14.717, 16,    0.4422,    0.4568, 27 
   6420.0, 1000,    13.554, 16,    0.4422,    0.4601, 28 
   6430.0, 1000,    13.899, 16,    0.4338,    0.4596, 28 
   6440.0, 1000,    14.179, 16,    0.4339,    0.4593, 27 
   6450.0, 1000,    15.064, 16,    0.4443,    0.4575, 27 
   6460.0, 1000,    15.219, 16,    0.4514,    0.4544, 27 
   6470.0, 1000,    14.709, 16,    0.4525,    0.4559, 27 
   6480.0, 1000,    14.543, 16,    0.4525,    0.4560, 27 
   6490.0, 1000,    14.819, 16,    0.4587,    0.4540, 26 
   6500.0, 1000,    15.215, 16,    0.4685,    0.4550, 28 
   6510.0, 1000,    14.323, 16,    0.4619,    0.4582, 27 
   6520.0, 1000,    14.272, 16,    0.4560,    0.4557, 27 
   6530.0, 1000,    14.145, 16,    0.4508,    0.4563, 27 
   6540.0, 1000,    15.070, 16,    0.4508,    0.4542, 26 
   6550.0, 1000,    14.334, 16,    0.4593,    0.4512, 25 
   6560.0, 1000,    14.427, 16,    0.4472,    0.4519, 26 
   6570.0, 1000,    14.453, 16,    0.4463,    0.4554, 30 
   6580.0, 1000,    14.354, 16,    0.4447,    0.4662, 30 
   6590.0, 1000,    13.939, 16,    0.4414,    0.4663, 30 
   6600.0, 1000,    14.752, 16,    0.4414,    0.4653, 30 
   6610.0, 1000,    14.575, 16,    0.4469,    0.4640, 28 
   6620.0, 1000,    14.582, 16,    0.4505,    0.4564, 26 
   6630.0, 1000,    14.376, 16,    0.4499,    0.4580, 28 
   6640.0, 1000,    14.278, 16,    0.4472,    0.4615, 28 
   6650.0, 1000,    14.745, 16,    0.4484,    0.4621, 29 
   6660.0, 1000,    14.743, 16,    0.4484,    0.4656, 29 
   6670.0, 1000,    14.129, 16,    0.4305,    0.4630, 29 
   6680.0, 1000,    13.868, 16,    0.4321,    0.4620, 28 
   6690.0, 1000,    14.730, 16,    0.4412,    0.4589, 27 
   6700.0, 1000,    14.947, 16,    0.4456,    0.4576, 27 
   6710.0, 1000,    14.633, 16,    0.4482,    0.4572, 27 
   6720.0, 1000,    14.254, 16,    0.4482,    0.4572, 27 
   6730.0, 1000,    14.781, 16,    0.4509,    0.4560, 26 
   6740.0, 1000,    14.498, 16,    0.4501,    0.4541, 27 
   6750.0, 1000,    14.663, 16,    0.4532,    0.4559, 26 
   6760.0, 1000,    14.445, 16,    0.4503,    0.4521, 26 
   6770.0, 1000,    14.351, 16,    0.4502,    0.4550, 26 
   6780.0, 1000,    14.648, 16,    0.4502,    0.4530, 28 
   6790.0, 1000,    14.669, 16,    0.4438,    0.4571, 26 
   6800.0, 1000,    14.915, 16,    0.4518,    0.4538, 26 
   6800.0, 1000,    14.915, 16,    0.4518,    0.4538, 26 
   6810.0, 994,    14.527, 16,    0.4487,    0.4522, 25 
   6820.0, 987,    14.041, 16,    0.4446,    0.4477, 25 
   6830.0, 978,    14.211, 16,    0.4417,    0.4439, 25 
   6840.0, 971,    14.025, 16,    0.4417,    0.4457, 28 
   6850.0, 967,    14.862, 16,    0.4423,    0.4496, 27 
   6860.0, 957,    14.644, 16,    0.4378,    0.4396, 26 
   6870.0, 954,    14.616, 16,    0.4366,    0.4418, 28 
   6880.0, 948,    14.105, 16,    0.4310,    0.4409, 28 
   6890.0, 941,    15.434, 16,    0.4366,    0.4379, 27 
   6900.0, 935,    14.276, 16,    0.4366,    0.4352, 27 
   6910.0, 932,    14.345, 16,    0.4197,    0.4308, 27 
   6920.0, 929,    13.747, 16,    0.4036,    0.4315, 27 
   6930.0, 925,    14.465, 16,    0.4043,    0.4291, 26 
   6940.0, 922,    14.039, 16,    0.4039,    0.4261, 26 
   6950.0, 918,    14.471, 16,    0.4071,    0.4247, 26 
   6960.0, 914,    13.697, 16,    0.4071,    0.4217, 25 
   6970.0, 910,    13.847, 16,    0.3759,    0.4154, 23 
   6980.0, 903,    14.015, 16,    0.3819,    0.4105, 23 
   6990.0, 896,    13.960, 16,    0.3814,    0.4059, 21 
   7000.0, 892,    14.018, 16,    0.3832,    0.4037, 22 
   7010.0, 886,    13.416, 16,    0.3794,    0.4015, 22 
   7020.0, 882,    14.027, 16,    0.3794,    0.3995, 22 
   7030.0, 877,    13.701, 16,    0.3685,    0.3962, 21 
   7040.0, 871,    13.342, 16,    0.3655,    0.3929, 21 
   7050.0, 868,    12.930, 16,    0.3573,    0.3910, 22 
   7060.0, 865,    13.226, 16,    0.3572,    0.3901, 22 
   7070.0, 861,    13.276, 16,    0.3552,    0.3905, 22 
   7080.0, 857,    14.362, 16,    0.3552,    0.3909, 22 
   7090.0, 853,    13.746, 16,    0.3634,    0.3873, 21 
   7100.0, 845,    13.606, 16,    0.3557,    0.3863, 23 
   7110.0, 840,    13.812, 16,    0.3558,    0.3871, 25 
   7120.0, 835,    13.395, 16,    0.3537,    0.3890, 25 
   7130.0, 830,    13.243, 16,    0.3508,    0.3885, 25 
   7140.0, 827,    13.413, 16,    0.3508,    0.3862, 25 
   7150.0, 822,    12.983, 16,    0.3302,    0.3813, 23 
   7160.0, 816,    13.688, 16,    0.3371,    0.3764, 23 
   7170.0, 813,    13.508, 16,    0.3379,    0.3780, 23 
   7180.0, 809,    13.045, 16,    0.3334,    0.3748, 25 
   7190.0, 803,    13.371, 16,    0.3331,    0.3785, 25 
   7200.0, 798,    13.378, 16,    0.3331,    0.3793, 27 
   7210.0, 793,    13.162, 16,    0.3264,    0.3770, 25 
   7220.0, 789,    13.347, 16,    0.3278,    0.3745, 25 
   7230.0, 784,    13.374, 16,    0.3265,    0.3696, 24 
   7240.0, 779,    13.450, 16,    0.3277,    0.3669, 24 
   7250.0, 776,    13.270, 16,    0.3251,    0.3657, 25 
   7260.0, 771,    12.705, 16,    0.3251,    0.3664, 25 
   7270.0, 763,    13.282, 16,    0.3335,    0.3607, 23 
   7280.0, 756,    12.835, 16,    0.3164,    0.3574, 24 
   7290.0, 752,    13.043, 16,    0.3130,    0.3524, 23 
   7300.0, 746,    13.215, 16,    0.3083,    0.3509, 22 
   7310.0, 741,    13.301, 16,    0.3071,    0.3463, 22 
   7320.0, 735,    13.231, 16,    0.3071,    0.3432, 21 
   7330.0, 727,    12.833, 16,    0.2886,    0.3374, 20 
   7340.0, 722,    13.227, 16,    0.2910,    0.3308, 20 
   7350.0, 719,    13.089, 16,    0.2923,    0.3298, 20 
   7360.0, 713,    12.624, 16,    0.2889,    0.3277, 20 
   7370.0, 708,    12.946, 16,    0.2880,    0.3280, 20 
   7380.0, 707,    12.676, 16,    0.2880,    0.3245, 20 
   7390.0, 706,    12.773, 16,    0.2798,    0.3253, 20 
   7400.0, 703,    12.789, 16,    0.2828,    0.3260, 20 
   7410.0, 697,    12.401, 16,    0.2789,    0.3236, 20 
   7420.0, 692,    12.359, 16,    0.2765,    0.3204, 20 
   7430.0, 688,    12.492, 16,    0.2751,    0.3188, 20 
   7440.0, 677,    12.759, 16,    0.2751,    0.3159, 20 
   7450.0, 673,    13.173, 16,    0.2696,    0.3141, 19 
   7460.0, 665,    12.773, 16,    0.2703,    0.3101, 19 
   7470.0, 658,    12.410, 16,    0.2646,    0.3073, 19 
   7480.0, 653,    12.784, 16,    0.2626,    0.3046, 19 
   7490.0, 649,    12.611, 16,    0.2619,    0.3027, 19 
   7500.0, 646,    12.244, 16,    0.2619,    0.3041, 20 
   7510.0, 643,    12.706, 16,    0.2519,    0.2994, 18 
   7520.0, 639,    12.431, 16,    0.2499,    0.2940, 18 
   7530.0, 638,    12.124, 16,    0.2463,    0.2938, 18 
   7540.0, 635,    12.960, 16,    0.2485,    0.2938, 18 
   7550.0, 632,    11.929, 16,    0.2471,    0.2942, 19 
   7560.0, 625,    12.874, 16,    0.2471,    0.2970, 20 
   7570.0, 623,    12.637, 16,    0.2414,    0.2942, 20 
   7580.0, 619,    12.258, 16,    0.2380,    0.2928, 19 
   7590.0, 615,    12.173, 16,    0.2363,    0.2890, 19 
   7600.0, 611,    12.436, 16,    0.2349,    0.2879, 19 
   7610.0, 604,    12.270, 16,    0.2340,    0.2885, 20 
   7620.0, 600,    12.280, 16,    0.2340,    0.2882, 21 
   7630.0, 598,    11.693, 16,    0.2160,    0.2874, 20 
   7640.0, 591,    12.322, 16,    0.2215,    0.2855, 20 
   7650.0, 586,    12.368, 16,    0.2214,    0.2856, 21 
   7660.0, 583,    12.396, 16,    0.2207,    0.2833, 21 
   7670.0, 578,    12.251, 16,    0.2207,    0.2815, 21 
   7680.0, 571,    12.283, 16,    0.2207,    0.2790, 20 
   7690.0, 569,    12.637, 16,    0.2188,    0.2749, 20 
   7700.0, 566,    12.533, 16,    0.2181,    0.2747, 20 
   7710.0, 559,    12.286, 16,    0.2140,    0.2730, 20 
   7720.0, 556,    11.718, 16,    0.2102,    0.2716, 20 
   7730.0, 554,    13.154, 16,    0.2134,    0.2689, 19 
   7740.0, 545,    11.870, 16,    0.2134,    0.2644, 19 
   7750.0, 538,    12.214, 16,    0.2017,    0.2605, 19 
   7760.0, 534,    11.937, 16,    0.1959,    0.2574, 19 
   7770.0, 527,    11.495, 16,    0.1928,    0.2556, 19 
   7780.0, 522,    11.865, 16,    0.1923,    0.2542, 19 
   7790.0, 517,    12.215, 16,    0.1937,    0.2516, 19 
   7800.0, 512,    11.795, 16,    0.1937,    0.2500, 19 
   7810.0, 509,    11.880, 16,    0.1828,    0.2491, 17 
   7820.0, 507,    12.079, 16,    0.1880,    0.2443, 18 
   7830.0, 501,    11.899, 16,    0.1863,    0.2440, 18 
   7840.0, 500,    11.888, 16,    0.1854,    0.2431, 18 
   7850.0, 499,    11.952, 16,    0.1848,    0.2419, 18 
   7860.0, 498,    12.038, 16,    0.1848,    0.2440, 19 
   7870.0, 493,    11.974, 16,    0.1862,    0.2418, 17 
   7880.0, 492,    12.349, 16,    0.1850,    0.2380, 17 
   7890.0, 489,    11.377, 16,    0.1796,    0.2383, 17 
   7900.0, 486,    11.806, 16,    0.1791,    0.2361, 17 
   7910.0, 481,    11.601, 16,    0.1778,    0.2327, 17 
   7920.0, 477,    12.362, 16,    0.1778,    0.2315, 17 
   7930.0, 472,    11.328, 16,    0.1628,    0.2285, 17 
   7940.0, 470,    12.099, 16,    0.1729,    0.2277, 17 
   7950.0, 466,    11.856, 16,    0.1700,    0.2264, 17 
   7960.0, 461,    11.566, 16,    0.1703,    0.2251, 17 
   7970.0, 454,    11.433, 16,    0.1693,    0.2219, 17 
   7980.0, 454,    11.893, 16,    0.1693,    0.2218, 16 
   7990.0, 448,    11.228, 16,    0.1568,    0.2159, 14 
   8000.0, 442,    11.476, 16,    0.1549,    0.2102, 14 
   8010.0, 437,    11.378, 16,    0.1546,    0.2087, 14 
   8020.0, 429,    11.439, 16,    0.1560,    0.2043, 14 
   8030.0, 424,    11.813, 16,    0.1555,    0.2019, 14 
   8040.0, 418,    11.394, 16,    0.1555,    0.2001, 14 
   8050.0, 411,    11.158, 16,    0.1431,    0.1953, 12 
   8060.0, 406,    11.917, 16,    0.1467,    0.1900, 12 
   8070.0, 402,    11.983, 16,    0.1495,    0.1895, 12 
   8080.0, 400,    11.320, 16,    0.1480,    0.1873, 12 
   8090.0, 397,    11.383, 16,    0.1459,    0.1860, 12 
   8100.0, 394,    11.220, 16,    0.1459,    0.1838, 12 
   8110.0, 392,    11.001, 16,    0.1331,    0.1818, 11 
   8120.0, 386,    11.894, 16,    0.1387,    0.1798, 11 
   8130.0, 381,    11.157, 16,    0.1366,    0.1777, 11 
   8140.0, 379,    11.012, 16,    0.1343,    0.1749, 11 
   8150.0, 375,    11.837, 16,    0.1352,    0.1741, 11 
   8160.0, 373,    11.843, 16,    0.1352,    0.1733, 11 
   8170.0, 372,    11.408, 16,    0.1291,    0.1679, 8 
   8180.0, 370,    10.839, 16,    0.1231,    0.1641, 8 
   8190.0, 369,    11.543, 16,    0.1266,    0.1641, 8 
   8200.0, 364,    11.399, 16,    0.1275,    0.1639, 8 
   8210.0, 362,    11.421, 16,    0.1277,    0.1620, 8 
   8220.0, 359,    11.053, 16,    0.1277,    0.1607, 8 
   8230.0, 358,    10.664, 16,    0.1177,    0.1565, 7 
   8240.0, 356,    11.281, 16,    0.1195,    0.1544, 6 
   8250.0, 354,    11.882, 16,    0.1234,    0.1528, 6 
   8260.0, 350,    11.313, 16,    0.1240,    0.1517, 6 
   8270.0, 348,    10.993, 16,    0.1226,    0.1518, 6 
   8280.0, 348,    10.902, 16,    0.1226,    0.1515, 6 
   8290.0, 345,    10.631, 16,    0.1110,    0.1506, 6 
   8300.0, 343,    10.752, 16,    0.1098,    0.1470, 6 
   8310.0, 341,    11.212, 16,    0.1128,    0.1459, 6 
   8320.0, 337,    10.649, 16,    0.1123,    0.1451, 6 
   8330.0, 335,    11.576, 16,    0.1132,    0.1442, 6 
   8340.0, 332,    11.163, 16,    0.1132,    0.1429, 6 
   8350.0, 328,    10.946, 16,    0.1089,    0.1418, 5 
   8360.0, 324,    11.374, 16,    0.1097,    0.1386, 5 
   8370.0, 319,    10.699, 16,    0.1091,    0.1382, 5 
   8380.0, 316,    10.436, 16,    0.1071,    0.1363, 5 
   8390.0, 312,    11.000, 16,    0.1069,    0.1358, 5 
