time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server, weighted_avg_CPU, weighted_avg_MEM, cramp_w_CPU, cramp_w_MEM, avg_CPU_prediction_error, avg_MEM_prediction_error 
   6340.0, 1000,    15.889, 14,    0.3537,    0.5116, 28,    0.3604,    0.4886,    0.0424,    0.0730,    0.0424,    0.0730 
   6350.0, 1000,    14.575, 14,    0.3514,    0.5137, 28,    0.3515,    0.4865,    0.0422,    0.0752,    0.0422,    0.0752 
   6360.0, 1000,    15.924, 14,    0.3514,    0.5124, 28,    0.3428,    0.4916,    0.0438,    0.0739,    0.0438,    0.0739 
   6370.0, 1000,    15.442, 14,    0.3583,    0.5097, 26,    0.3470,    0.5002,    0.0534,    0.0686,    0.0534,    0.0686 
   6380.0, 1000,    15.828, 14,    0.3582,    0.5086, 26,    0.3574,    0.5052,    0.0504,    0.0642,    0.0504,    0.0642 
   6390.0, 1000,    16.158, 14,    0.3593,    0.5117, 28,    0.3659,    0.5045,    0.0514,    0.0618,    0.0514,    0.0618 
   6400.0, 1000,    15.773, 14,    0.3587,    0.5128, 27,    0.3693,    0.5081,    0.0416,    0.0633,    0.0416,    0.0633 
   6410.0, 1000,    15.000, 14,    0.3569,    0.5118, 27,    0.3653,    0.5111,    0.0439,    0.0643,    0.0439,    0.0643 
   6420.0, 1000,    15.258, 14,    0.3569,    0.5105, 27,    0.3572,    0.5119,    0.0409,    0.0678,    0.0409,    0.0678 
   6430.0, 1000,    15.061, 14,    0.3484,    0.5087, 26,    0.3477,    0.5116,    0.0453,    0.0685,    0.0453,    0.0685 
   6440.0, 1000,    16.065, 14,    0.3540,    0.5075, 25,    0.3454,    0.5089,    0.0505,    0.0682,    0.0505,    0.0682 
   6450.0, 1000,    15.511, 14,    0.3559,    0.5047, 25,    0.3481,    0.5051,    0.0587,    0.0660,    0.0587,    0.0660 
   6460.0, 1000,    15.381, 14,    0.3566,    0.5071, 26,    0.3481,    0.4954,    0.0612,    0.0617,    0.0612,    0.0617 
   6470.0, 1000,    15.762, 14,    0.3540,    0.5082, 27,    0.3572,    0.4968,    0.0597,    0.0590,    0.0597,    0.0590 
   6480.0, 1000,    16.295, 14,    0.3540,    0.5097, 27,    0.3649,    0.5029,    0.0525,    0.0564,    0.0525,    0.0564 
   6490.0, 1000,    16.534, 14,    0.3624,    0.5044, 24,    0.3749,    0.5084,    0.0524,    0.0489,    0.0524,    0.0489 
   6500.0, 1000,    15.888, 14,    0.3614,    0.5008, 24,    0.3770,    0.5066,    0.0456,    0.0491,    0.0456,    0.0491 
   6510.0, 1000,    15.155, 14,    0.3588,    0.5049, 25,    0.3749,    0.5028,    0.0414,    0.0517,    0.0414,    0.0517 
   6520.0, 1000,    16.450, 14,    0.3582,    0.5059, 26,    0.3681,    0.4992,    0.0258,    0.0547,    0.0258,    0.0547 
   6530.0, 1000,    15.157, 14,    0.3535,    0.5098, 26,    0.3572,    0.5008,    0.0289,    0.0575,    0.0289,    0.0575 
   6540.0, 1000,    15.734, 14,    0.3535,    0.5092, 28,    0.3415,    0.5059,    0.0325,    0.0568,    0.0325,    0.0568 
   6550.0, 1000,    15.151, 14,    0.3540,    0.5155, 29,    0.3426,    0.5173,    0.0462,    0.0567,    0.0462,    0.0567 
   6560.0, 1000,    15.760, 14,    0.3597,    0.5155, 29,    0.3479,    0.5240,    0.0520,    0.0559,    0.0520,    0.0559 
   6570.0, 1000,    15.083, 14,    0.3577,    0.5162, 29,    0.3556,    0.5281,    0.0589,    0.0635,    0.0589,    0.0635 
   6580.0, 1000,    15.990, 14,    0.3557,    0.5174, 29,    0.3596,    0.5298,    0.0596,    0.0748,    0.0596,    0.0748 
   6590.0, 1000,    14.386, 14,    0.3542,    0.5152, 30,    0.3597,    0.5279,    0.0604,    0.0827,    0.0604,    0.0827 
   6600.0, 1000,    14.867, 14,    0.3542,    0.5209, 30,    0.3539,    0.5284,    0.0568,    0.0816,    0.0568,    0.0816 
   6610.0, 1000,    15.823, 14,    0.3552,    0.5192, 29,    0.3640,    0.5288,    0.0582,    0.0747,    0.0582,    0.0747 
   6620.0, 1000,    15.392, 14,    0.3533,    0.5164, 29,    0.3636,    0.5255,    0.0556,    0.0675,    0.0556,    0.0675 
   6630.0, 1000,    15.518, 14,    0.3530,    0.5154, 29,    0.3588,    0.5214,    0.0593,    0.0648,    0.0593,    0.0648 
   6640.0, 1000,    14.776, 14,    0.3513,    0.5141, 29,    0.3524,    0.5156,    0.0579,    0.0678,    0.0579,    0.0678 
   6650.0, 1000,    16.092, 14,    0.3535,    0.5167, 30,    0.3451,    0.5094,    0.0595,    0.0717,    0.0595,    0.0717 
   6660.0, 1000,    15.571, 14,    0.3535,    0.5209, 30,    0.3380,    0.5137,    0.0547,    0.0758,    0.0547,    0.0758 
   6670.0, 1000,    16.203, 14,    0.3751,    0.5141, 27,    0.3604,    0.5161,    0.0583,    0.0755,    0.0583,    0.0755 
   6680.0, 1000,    15.529, 14,    0.3670,    0.5096, 27,    0.3767,    0.5139,    0.0603,    0.0738,    0.0603,    0.0738 
   6690.0, 1000,    15.314, 14,    0.3632,    0.5089, 27,    0.3796,    0.5102,    0.0665,    0.0681,    0.0665,    0.0681 
   6700.0, 1000,    15.047, 14,    0.3602,    0.5102, 27,    0.3744,    0.5082,    0.0678,    0.0654,    0.0678,    0.0654 
   6710.0, 1000,    15.884, 14,    0.3593,    0.5079, 26,    0.3666,    0.5065,    0.0664,    0.0652,    0.0664,    0.0652 
   6720.0, 1000,    15.148, 14,    0.3593,    0.5074, 26,    0.3521,    0.4964,    0.0575,    0.0654,    0.0575,    0.0654 
   6730.0, 1000,    15.181, 14,    0.3448,    0.5045, 24,    0.3451,    0.4979,    0.0548,    0.0686,    0.0548,    0.0686 
   6740.0, 1000,    15.383, 14,    0.3479,    0.5028, 24,    0.3373,    0.4960,    0.0522,    0.0665,    0.0522,    0.0665 
   6750.0, 1000,    16.287, 14,    0.3563,    0.5040, 25,    0.3349,    0.4944,    0.0534,    0.0612,    0.0534,    0.0612 
   6760.0, 1000,    15.901, 14,    0.3572,    0.5062, 25,    0.3390,    0.4982,    0.0486,    0.0542,    0.0486,    0.0542 
   6770.0, 1000,    15.318, 14,    0.3582,    0.5055, 25,    0.3463,    0.5041,    0.0438,    0.0467,    0.0438,    0.0467 
   6780.0, 1000,    15.133, 14,    0.3582,    0.5028, 25,    0.3547,    0.5061,    0.0360,    0.0472,    0.0360,    0.0472 
   6790.0, 1000,    15.666, 14,    0.3576,    0.5017, 24,    0.3674,    0.5069,    0.0417,    0.0527,    0.0417,    0.0527 
   6800.0, 1000,    14.894, 14,    0.3579,    0.5007, 24,    0.3689,    0.5015,    0.0509,    0.0588,    0.0509,    0.0588 
   6800.0, 1000,    14.894, 14,    0.3579,    0.5007, 24,    0.3689,    0.5015,    0.0509,    0.0588,    0.0509,    0.0588 
   6810.0, 997,    15.612, 14,    0.3603,    0.5008, 24,    0.3650,    0.4945,    0.0601,    0.0606,    0.0601,    0.0606 
   6820.0, 995,    15.132, 14,    0.3588,    0.4979, 24,    0.3621,    0.4888,    0.0590,    0.0625,    0.0590,    0.0625 
   6830.0, 992,    15.779, 14,    0.3587,    0.4981, 23,    0.3611,    0.4877,    0.0576,    0.0607,    0.0576,    0.0607 
   6840.0, 990,    15.941, 14,    0.3587,    0.4967, 23,    0.3616,    0.4881,    0.0530,    0.0573,    0.0530,    0.0573 
   6850.0, 988,    16.074, 14,    0.3520,    0.4944, 22,    0.3610,    0.4918,    0.0544,    0.0537,    0.0544,    0.0537 
   6860.0, 983,    15.143, 14,    0.3514,    0.4894, 22,    0.3542,    0.4888,    0.0511,    0.0518,    0.0511,    0.0518 
   6870.0, 972,    15.152, 14,    0.3493,    0.4842, 21,    0.3448,    0.4823,    0.0532,    0.0496,    0.0532,    0.0496 
   6880.0, 965,    15.846, 14,    0.3508,    0.4795, 21,    0.3383,    0.4707,    0.0514,    0.0467,    0.0514,    0.0467 
   6890.0, 958,    15.299, 14,    0.3481,    0.4791, 21,    0.3347,    0.4598,    0.0523,    0.0450,    0.0523,    0.0450 
   6900.0, 953,    14.606, 14,    0.3481,    0.4757, 21,    0.3333,    0.4518,    0.0467,    0.0431,    0.0467,    0.0431 
   6910.0, 944,    14.847, 14,    0.3401,    0.4719, 21,    0.3307,    0.4506,    0.0438,    0.0400,    0.0438,    0.0400 
   6920.0, 941,    14.949, 14,    0.3374,    0.4669, 21,    0.3280,    0.4493,    0.0403,    0.0389,    0.0403,    0.0389 
   6930.0, 935,    14.407, 14,    0.3331,    0.4667, 21,    0.3249,    0.4515,    0.0414,    0.0387,    0.0414,    0.0387 
   6940.0, 929,    15.405, 14,    0.3344,    0.4657, 22,    0.3234,    0.4552,    0.0363,    0.0391,    0.0363,    0.0391 
   6950.0, 923,    14.407, 14,    0.3340,    0.4627, 22,    0.3260,    0.4576,    0.0343,    0.0368,    0.0343,    0.0368 
   6960.0, 920,    15.202, 14,    0.3340,    0.4614, 22,    0.3303,    0.4594,    0.0330,    0.0334,    0.0330,    0.0334 
   6970.0, 917,    15.487, 14,    0.3372,    0.4554, 20,    0.3337,    0.4595,    0.0415,    0.0307,    0.0415,    0.0307 
   6980.0, 908,    14.260, 14,    0.3245,    0.4525, 20,    0.3321,    0.4417,    0.0467,    0.0276,    0.0467,    0.0276 
   6990.0, 902,    15.138, 14,    0.3247,    0.4493, 20,    0.3258,    0.4333,    0.0492,    0.0255,    0.0492,    0.0255 
   7000.0, 894,    13.865, 14,    0.3217,    0.4464, 20,    0.3152,    0.4281,    0.0404,    0.0220,    0.0404,    0.0220 
   7010.0, 885,    14.424, 14,    0.3211,    0.4441, 21,    0.3051,    0.4258,    0.0343,    0.0206,    0.0343,    0.0206 
   7020.0, 882,    14.183, 14,    0.3211,    0.4416, 21,    0.2983,    0.4253,    0.0290,    0.0218,    0.0290,    0.0218 
   7030.0, 876,    15.109, 14,    0.3155,    0.4364, 18,    0.2906,    0.4230,    0.0364,    0.0237,    0.0364,    0.0237 
   7040.0, 871,    14.151, 14,    0.3166,    0.4315, 19,    0.2945,    0.4161,    0.0457,    0.0256,    0.0457,    0.0256 
   7050.0, 870,    13.827, 14,    0.3095,    0.4298, 18,    0.2976,    0.4104,    0.0549,    0.0270,    0.0549,    0.0270 
   7060.0, 866,    14.141, 14,    0.3079,    0.4281, 19,    0.2970,    0.4062,    0.0534,    0.0259,    0.0534,    0.0259 
   7070.0, 860,    15.224, 14,    0.3102,    0.4290, 19,    0.2984,    0.4078,    0.0472,    0.0244,    0.0472,    0.0244 
   7080.0, 855,    14.715, 14,    0.3102,    0.4262, 19,    0.3039,    0.4117,    0.0388,    0.0230,    0.0388,    0.0230 
   7090.0, 849,    14.172, 14,    0.2918,    0.4240, 19,    0.2830,    0.4158,    0.0348,    0.0269,    0.0348,    0.0269 
   7100.0, 839,    13.093, 14,    0.2918,    0.4212, 20,    0.2662,    0.4159,    0.0362,    0.0285,    0.0362,    0.0285 
   7110.0, 832,    14.393, 14,    0.2907,    0.4173, 19,    0.2612,    0.4117,    0.0399,    0.0323,    0.0399,    0.0323 
   7120.0, 826,    13.516, 14,    0.2898,    0.4142, 19,    0.2603,    0.4044,    0.0411,    0.0334,    0.0411,    0.0334 
   7130.0, 824,    13.691, 14,    0.2886,    0.4121, 19,    0.2653,    0.3979,    0.0419,    0.0319,    0.0419,    0.0319 
   7140.0, 822,    14.389, 14,    0.2886,    0.4110, 19,    0.2808,    0.3935,    0.0398,    0.0289,    0.0398,    0.0289 
   7150.0, 819,    14.352, 14,    0.3023,    0.4089, 18,    0.3021,    0.3923,    0.0425,    0.0255,    0.0425,    0.0255 
   7160.0, 813,    13.892, 14,    0.2928,    0.4043, 18,    0.3114,    0.3904,    0.0404,    0.0255,    0.0404,    0.0255 
   7170.0, 810,    13.837, 14,    0.2906,    0.4029, 18,    0.3075,    0.3892,    0.0394,    0.0285,    0.0394,    0.0285 
   7180.0, 808,    13.870, 14,    0.2885,    0.4004, 17,    0.2975,    0.3899,    0.0355,    0.0307,    0.0355,    0.0307 
   7190.0, 796,    14.210, 14,    0.2881,    0.3971, 18,    0.2866,    0.3900,    0.0390,    0.0312,    0.0390,    0.0312 
   7200.0, 791,    13.989, 14,    0.2881,    0.3965, 18,    0.2781,    0.3902,    0.0392,    0.0309,    0.0392,    0.0309 
   7210.0, 787,    14.244, 14,    0.2831,    0.3926, 17,    0.2811,    0.3895,    0.0413,    0.0315,    0.0413,    0.0315 
   7220.0, 784,    13.640, 14,    0.2810,    0.3907, 17,    0.2828,    0.3888,    0.0390,    0.0323,    0.0390,    0.0323 
   7230.0, 779,    13.712, 14,    0.2799,    0.3886, 18,    0.2717,    0.3713,    0.0404,    0.0324,    0.0404,    0.0324 
   7240.0, 776,    13.621, 14,    0.2782,    0.3880, 18,    0.2678,    0.3717,    0.0375,    0.0346,    0.0375,    0.0346 
   7250.0, 768,    13.411, 14,    0.2766,    0.3850, 18,    0.2635,    0.3737,    0.0351,    0.0355,    0.0351,    0.0355 
   7260.0, 763,    14.108, 14,    0.2766,    0.3823, 18,    0.2617,    0.3753,    0.0303,    0.0342,    0.0303,    0.0342 
   7270.0, 758,    13.474, 14,    0.2753,    0.3792, 17,    0.2596,    0.3724,    0.0359,    0.0317,    0.0359,    0.0317 
   7280.0, 752,    13.884, 14,    0.2704,    0.3742, 17,    0.2582,    0.3648,    0.0373,    0.0300,    0.0373,    0.0300 
   7290.0, 747,    14.146, 14,    0.2711,    0.3748, 17,    0.2576,    0.3577,    0.0398,    0.0278,    0.0398,    0.0278 
   7300.0, 743,    14.056, 14,    0.2705,    0.3714, 17,    0.2595,    0.3553,    0.0345,    0.0267,    0.0345,    0.0267 
   7310.0, 739,    13.252, 14,    0.2683,    0.3678, 16,    0.2620,    0.3528,    0.0329,    0.0266,    0.0329,    0.0266 
   7320.0, 729,    13.871, 14,    0.2683,    0.3672, 16,    0.2655,    0.3533,    0.0302,    0.0275,    0.0302,    0.0275 
   7330.0, 721,    13.425, 14,    0.2578,    0.3573, 15,    0.2568,    0.3507,    0.0356,    0.0287,    0.0356,    0.0287 
   7340.0, 716,    13.158, 14,    0.2577,    0.3544, 15,    0.2478,    0.3390,    0.0396,    0.0289,    0.0396,    0.0289 
   7350.0, 713,    13.402, 14,    0.2560,    0.3519, 15,    0.2402,    0.3285,    0.0470,    0.0299,    0.0470,    0.0299 
   7360.0, 706,    12.990, 14,    0.2527,    0.3503, 15,    0.2360,    0.3255,    0.0520,    0.0299,    0.0520,    0.0299 
   7370.0, 699,    13.040, 14,    0.2518,    0.3452, 15,    0.2347,    0.3224,    0.0528,    0.0293,    0.0528,    0.0293 
   7380.0, 694,    13.564, 14,    0.2518,    0.3446, 15,    0.2388,    0.3242,    0.0482,    0.0275,    0.0482,    0.0275 
   7390.0, 692,    13.298, 14,    0.2476,    0.3419, 14,    0.2416,    0.3274,    0.0473,    0.0266,    0.0473,    0.0266 
   7400.0, 687,    12.676, 14,    0.2427,    0.3401, 15,    0.2393,    0.3259,    0.0429,    0.0272,    0.0429,    0.0272 
   7410.0, 679,    13.126, 14,    0.2428,    0.3381, 15,    0.2333,    0.3251,    0.0435,    0.0290,    0.0435,    0.0290 
   7420.0, 676,    12.648, 14,    0.2417,    0.3361, 15,    0.2296,    0.3236,    0.0397,    0.0316,    0.0397,    0.0316 
   7430.0, 673,    12.502, 14,    0.2403,    0.3339, 15,    0.2278,    0.3226,    0.0404,    0.0315,    0.0404,    0.0315 
   7440.0, 671,    13.156, 14,    0.2403,    0.3354, 15,    0.2289,    0.3248,    0.0391,    0.0305,    0.0391,    0.0305 
   7450.0, 668,    13.006, 14,    0.2303,    0.3349, 15,    0.2303,    0.3285,    0.0454,    0.0317,    0.0454,    0.0317 
   7460.0, 664,    13.387, 14,    0.2325,    0.3358, 17,    0.2290,    0.3309,    0.0455,    0.0320,    0.0455,    0.0320 
   7470.0, 662,    13.366, 14,    0.2335,    0.3348, 17,    0.2284,    0.3337,    0.0476,    0.0308,    0.0476,    0.0308 
   7480.0, 656,    13.787, 14,    0.2368,    0.3342, 17,    0.2308,    0.3343,    0.0455,    0.0288,    0.0455,    0.0288 
   7490.0, 655,    12.864, 14,    0.2354,    0.3332, 17,    0.2266,    0.3323,    0.0448,    0.0273,    0.0448,    0.0273 
   7500.0, 650,    12.594, 14,    0.2354,    0.3306, 17,    0.2332,    0.3290,    0.0408,    0.0265,    0.0408,    0.0265 
   7510.0, 645,    13.610, 14,    0.2349,    0.3296, 16,    0.2488,    0.3263,    0.0405,    0.0268,    0.0405,    0.0268 
   7520.0, 642,    13.135, 14,    0.2348,    0.3251, 16,    0.2500,    0.3221,    0.0370,    0.0271,    0.0370,    0.0271 
   7530.0, 637,    13.188, 14,    0.2322,    0.3224, 16,    0.2426,    0.3155,    0.0345,    0.0289,    0.0345,    0.0289 
   7540.0, 633,    12.486, 14,    0.2294,    0.3210, 16,    0.2330,    0.3096,    0.0244,    0.0300,    0.0244,    0.0300 
   7550.0, 629,    13.660, 14,    0.2298,    0.3185, 16,    0.2232,    0.3056,    0.0269,    0.0331,    0.0269,    0.0331 
   7560.0, 624,    12.692, 14,    0.2298,    0.3168, 16,    0.2132,    0.3028,    0.0281,    0.0340,    0.0281,    0.0340 
   7570.0, 622,    12.343, 14,    0.2139,    0.3121, 14,    0.2098,    0.3011,    0.0368,    0.0336,    0.0368,    0.0336 
   7580.0, 619,    12.834, 14,    0.2160,    0.3077, 13,    0.2005,    0.2980,    0.0427,    0.0298,    0.0427,    0.0298 
   7590.0, 615,    12.851, 14,    0.2186,    0.3059, 14,    0.1945,    0.2929,    0.0505,    0.0263,    0.0505,    0.0263 
   7600.0, 614,    12.878, 14,    0.2198,    0.3049, 14,    0.1960,    0.2883,    0.0520,    0.0251,    0.0520,    0.0251 
   7610.0, 608,    12.746, 14,    0.2194,    0.3052, 14,    0.2025,    0.2868,    0.0499,    0.0278,    0.0499,    0.0278 
   7620.0, 604,    12.765, 14,    0.2194,    0.3025, 15,    0.2131,    0.2882,    0.0409,    0.0302,    0.0409,    0.0302 
   7630.0, 598,    12.797, 14,    0.2021,    0.3015, 14,    0.2141,    0.2914,    0.0373,    0.0322,    0.0373,    0.0322 
   7640.0, 597,    12.707, 14,    0.2081,    0.3008, 15,    0.2023,    0.2936,    0.0348,    0.0311,    0.0348,    0.0311 
   7650.0, 594,    12.611, 14,    0.2084,    0.3018, 15,    0.1924,    0.2939,    0.0371,    0.0320,    0.0371,    0.0320 
   7660.0, 590,    13.192, 14,    0.2094,    0.2989, 15,    0.1899,    0.2945,    0.0334,    0.0317,    0.0334,    0.0317 
   7670.0, 588,    12.664, 14,    0.2092,    0.2969, 15,    0.1944,    0.2924,    0.0317,    0.0315,    0.0317,    0.0315 
   7680.0, 582,    12.622, 14,    0.2092,    0.2959, 15,    0.2035,    0.2897,    0.0324,    0.0321,    0.0324,    0.0321 
   7690.0, 578,    12.992, 14,    0.2034,    0.2941, 14,    0.2044,    0.2890,    0.0446,    0.0328,    0.0446,    0.0328 
   7700.0, 573,    12.612, 14,    0.2021,    0.2911, 14,    0.2009,    0.2868,    0.0476,    0.0334,    0.0476,    0.0334 
   7710.0, 570,    12.436, 14,    0.2002,    0.2907, 15,    0.1975,    0.2858,    0.0496,    0.0322,    0.0496,    0.0322 
   7720.0, 565,    12.360, 14,    0.1992,    0.2889, 15,    0.1959,    0.2862,    0.0415,    0.0338,    0.0415,    0.0338 
   7730.0, 564,    12.905, 14,    0.1995,    0.2871, 15,    0.1966,    0.2860,    0.0386,    0.0363,    0.0386,    0.0363 
   7740.0, 562,    12.157, 14,    0.1995,    0.2860, 14,    0.1912,    0.2753,    0.0350,    0.0388,    0.0350,    0.0388 
   7750.0, 555,    12.621, 14,    0.2090,    0.2834, 14,    0.2046,    0.2752,    0.0368,    0.0412,    0.0368,    0.0412 
   7760.0, 553,    12.609, 14,    0.2003,    0.2809, 14,    0.2130,    0.2727,    0.0339,    0.0413,    0.0339,    0.0413 
   7770.0, 549,    12.590, 14,    0.2003,    0.2757, 14,    0.2121,    0.2679,    0.0322,    0.0380,    0.0322,    0.0380 
   7780.0, 548,    13.254, 14,    0.2010,    0.2784, 14,    0.2057,    0.2640,    0.0256,    0.0337,    0.0256,    0.0337 
   7790.0, 547,    11.544, 14,    0.1961,    0.2764, 14,    0.1963,    0.2632,    0.0233,    0.0313,    0.0233,    0.0313 
   7800.0, 541,    13.021, 14,    0.1961,    0.2757, 14,    0.1839,    0.2638,    0.0215,    0.0310,    0.0215,    0.0310 
   7810.0, 538,    12.704, 14,    0.1975,    0.2742, 14,    0.1897,    0.2657,    0.0302,    0.0335,    0.0302,    0.0335 
   7820.0, 532,    11.978, 14,    0.1932,    0.2713, 14,    0.1940,    0.2667,    0.0361,    0.0321,    0.0361,    0.0321 
   7830.0, 530,    12.463, 14,    0.1934,    0.2700, 14,    0.1917,    0.2645,    0.0429,    0.0312,    0.0429,    0.0312 
   7840.0, 524,    13.088, 14,    0.1931,    0.2692, 14,    0.1884,    0.2605,    0.0412,    0.0302,    0.0412,    0.0302 
   7850.0, 520,    12.542, 14,    0.1922,    0.2660, 14,    0.1852,    0.2576,    0.0395,    0.0308,    0.0395,    0.0308 
   7860.0, 515,    11.817, 14,    0.1922,    0.2636, 14,    0.1802,    0.2542,    0.0345,    0.0297,    0.0345,    0.0297 
   7870.0, 513,    12.026, 14,    0.1818,    0.2620, 13,    0.1753,    0.2509,    0.0313,    0.0280,    0.0313,    0.0280 
   7880.0, 506,    12.662, 14,    0.1844,    0.2601, 14,    0.1722,    0.2487,    0.0287,    0.0265,    0.0287,    0.0265 
   7890.0, 503,    12.014, 14,    0.1826,    0.2594, 14,    0.1691,    0.2471,    0.0312,    0.0284,    0.0312,    0.0284 
   7900.0, 499,    12.853, 14,    0.1833,    0.2567, 14,    0.1683,    0.2461,    0.0301,    0.0291,    0.0301,    0.0291 
   7910.0, 498,    12.477, 14,    0.1821,    0.2563, 14,    0.1715,    0.2465,    0.0313,    0.0304,    0.0313,    0.0304 
   7920.0, 495,    12.331, 14,    0.1821,    0.2549, 13,    0.1766,    0.2461,    0.0309,    0.0300,    0.0309,    0.0300 
   7930.0, 491,    12.237, 14,    0.1742,    0.2519, 12,    0.1731,    0.2461,    0.0336,    0.0290,    0.0336,    0.0290 
   7940.0, 486,    11.966, 14,    0.1724,    0.2460, 12,    0.1679,    0.2419,    0.0327,    0.0262,    0.0327,    0.0262 
   7950.0, 481,    12.511, 14,    0.1742,    0.2439, 11,    0.1651,    0.2381,    0.0321,    0.0251,    0.0321,    0.0251 
   7960.0, 477,    12.160, 14,    0.1734,    0.2402, 11,    0.1652,    0.2341,    0.0260,    0.0267,    0.0260,    0.0267 
   7970.0, 470,    11.993, 14,    0.1728,    0.2365, 11,    0.1675,    0.2315,    0.0248,    0.0282,    0.0248,    0.0282 
   7980.0, 465,    12.100, 14,    0.1728,    0.2361, 11,    0.1705,    0.2309,    0.0229,    0.0309,    0.0229,    0.0309 
   7990.0, 463,    12.735, 14,    0.1717,    0.2312, 10,    0.1697,    0.2320,    0.0268,    0.0326,    0.0268,    0.0326 
   8000.0, 458,    11.842, 14,    0.1703,    0.2263, 9,    0.1647,    0.2110,    0.0289,    0.0323,    0.0289,    0.0323 
   8010.0, 456,    12.017, 14,    0.1662,    0.2253, 9,    0.1625,    0.2063,    0.0306,    0.0282,    0.0306,    0.0282 
   8020.0, 454,    12.208, 14,    0.1641,    0.2231, 9,    0.1594,    0.2030,    0.0241,    0.0234,    0.0241,    0.0234 
   8030.0, 451,    11.908, 14,    0.1623,    0.2232, 9,    0.1560,    0.2022,    0.0208,    0.0195,    0.0208,    0.0195 
   8040.0, 450,    12.647, 14,    0.1623,    0.2208, 9,    0.1546,    0.2033,    0.0177,    0.0177,    0.0177,    0.0177 
   8050.0, 448,    11.656, 14,    0.1577,    0.2222, 9,    0.1603,    0.2097,    0.0278,    0.0162,    0.0278,    0.0162 
   8060.0, 445,    12.064, 14,    0.1586,    0.2184, 9,    0.1584,    0.2130,    0.0351,    0.0189,    0.0351,    0.0189 
   8070.0, 443,    12.501, 14,    0.1605,    0.2183, 9,    0.1557,    0.2129,    0.0430,    0.0225,    0.0430,    0.0225 
   8080.0, 441,    11.958, 14,    0.1600,    0.2188, 9,    0.1535,    0.2131,    0.0401,    0.0258,    0.0401,    0.0258 
   8090.0, 438,    11.780, 14,    0.1601,    0.2171, 9,    0.1512,    0.2132,    0.0374,    0.0264,    0.0374,    0.0264 
   8100.0, 436,    12.172, 14,    0.1601,    0.2173, 9,    0.1484,    0.2119,    0.0318,    0.0258,    0.0318,    0.0258 
   8110.0, 435,    12.288, 14,    0.1670,    0.2176, 10,    0.1661,    0.2127,    0.0347,    0.0236,    0.0347,    0.0236 
   8120.0, 434,    11.056, 14,    0.1535,    0.2153, 9,    0.1691,    0.2127,    0.0345,    0.0211,    0.0345,    0.0211 
   8130.0, 427,    12.074, 14,    0.1549,    0.2142, 9,    0.1604,    0.2111,    0.0410,    0.0198,    0.0410,    0.0198 
   8140.0, 422,    12.511, 14,    0.1546,    0.2119, 9,    0.1517,    0.2081,    0.0401,    0.0233,    0.0401,    0.0233 
   8150.0, 418,    12.193, 14,    0.1536,    0.2088, 9,    0.1438,    0.2042,    0.0416,    0.0279,    0.0416,    0.0279 
   8160.0, 414,    11.302, 14,    0.1536,    0.2096, 10,    0.1367,    0.2007,    0.0389,    0.0308,    0.0389,    0.0308 
   8170.0, 413,    11.299, 14,    0.1434,    0.2067, 9,    0.1354,    0.1985,    0.0368,    0.0310,    0.0368,    0.0310 
   8180.0, 408,    11.364, 14,    0.1424,    0.2046, 9,    0.1319,    0.1956,    0.0396,    0.0297,    0.0396,    0.0297 
   8190.0, 407,    11.278, 14,    0.1438,    0.2025, 9,    0.1264,    0.1946,    0.0422,    0.0278,    0.0422,    0.0278 
   8200.0, 407,    11.590, 14,    0.1432,    0.2020, 9,    0.1285,    0.1943,    0.0403,    0.0273,    0.0403,    0.0273 
   8210.0, 403,    11.683, 14,    0.1425,    0.2003, 9,    0.1332,    0.1939,    0.0352,    0.0288,    0.0352,    0.0288 
   8220.0, 398,    11.018, 14,    0.1425,    0.2002, 9,    0.1385,    0.1950,    0.0316,    0.0304,    0.0316,    0.0304 
   8230.0, 392,    12.022, 14,    0.1418,    0.1969, 9,    0.1433,    0.1956,    0.0357,    0.0319,    0.0357,    0.0319 
   8240.0, 388,    11.996, 14,    0.1447,    0.1942, 9,    0.1434,    0.1945,    0.0365,    0.0332,    0.0365,    0.0332 
   8250.0, 383,    11.926, 14,    0.1419,    0.1929, 9,    0.1428,    0.1942,    0.0387,    0.0315,    0.0387,    0.0315 
   8260.0, 383,    12.251, 14,    0.1418,    0.1910, 9,    0.1409,    0.1811,    0.0347,    0.0277,    0.0347,    0.0277 
   8270.0, 382,    11.467, 14,    0.1402,    0.1910, 9,    0.1396,    0.1787,    0.0348,    0.0228,    0.0348,    0.0228 
   8280.0, 377,    11.622, 14,    0.1402,    0.1899, 9,    0.1364,    0.1794,    0.0308,    0.0194,    0.0308,    0.0194 
   8290.0, 375,    11.201, 14,    0.1306,    0.1890, 8,    0.1297,    0.1813,    0.0295,    0.0202,    0.0295,    0.0202 
   8300.0, 372,    11.604, 14,    0.1301,    0.1858, 9,    0.1217,    0.1799,    0.0254,    0.0218,    0.0254,    0.0218 
   8310.0, 371,    11.537, 14,    0.1308,    0.1866, 9,    0.1158,    0.1793,    0.0250,    0.0220,    0.0250,    0.0220 
   8320.0, 369,    11.620, 14,    0.1311,    0.1867, 9,    0.1139,    0.1786,    0.0252,    0.0217,    0.0252,    0.0217 
